url,fecha_publicacion,fecha_limite,titulo,empresa,ocupacion,descripcion,pais,region,tipo_contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDMwMiAxMDI?lang=es,10/10/2025,15/10/2025,ABOGADO/A.,,Abogado/abogada,"Despacho, necesita abogado/a, colegiado/a para Murcia.
FUNCIONES PRINCIPALES DEL PUESTO DE TRABAJO:
- Atender a usuarios/as y tramitar expedientes con las diferentes administraciones del Estado.
- Gestión administrativa, ámbito de Extranjería.
REQUISITOS PARA EL DESEMPEÑO DEL PUESTO DE TRABAJO:
-Imprescindible estar colegiado/a.
-Titulación de Derecho.
-Valorable conocimiento de idiomas.
-Estar inscrito/a en una oficina de empleo.
CONDICIONES DEL PUESTO DE TRABAJO:
-Contrato: Indefinido.
-Jornada: Parcial.
-Horario: 09:30 a 13:30 horas.
-Retribución: Según Convenio.
INSCRIPCIÓN:
Si está inscrito/a en una oficina de la Región de Murcia, puede presentar su candidatura pulsando el botón Inscribirse a través de E-Curriculum.
Datos de contacto:
CÓDIGO DE OFERTA: 142025005391 Puede consultar los servicios disponibles a través de Oficina Virtual del SEF..

Para acceder al detalle de la oferta haga click aquí",España,Murcia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDMzMCAxMDI?lang=es,10/10/2025,11/10/2025,"ELECTRICISTAS DE MANTENIMIENTO Y REPARACIÓN, EN GENERAL",,Mecánico electricista/mecánica electricista,"SE NECESITA AYUDANTE DE ELECTRICISTA PARA LANZAROTE.
Datos de contacto:
CÓDIGO DE OFERTA: 052025007030 www.gobiernodecanarias.org/empleo.

Para acceder al detalle de la oferta haga click aquí",España,,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDQ0OSAxMDI?lang=es,10/10/2025,17/11/2025,"COCINEROS, EN GENERAL",,Cocinero/cocinera,"SE NECESITA COCINERO/A, COCINA MEDITERRÁNEA Y SE VALORARÁ CONOCIMIENTOS EN COMIDA MEXICANA. HORARIO DE LUNES A VIERNES, SÁBADO MEDIODIA. NECESARIO, CARNET DE MANIPULADOR DE ALIMENTOS. ADJUNTAR CURRICULUM EN PDF
Datos de contacto:
CÓDIGO DE OFERTA: 102025547819 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679489&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_orihuela@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679489-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDQ2MiAxMDI?lang=es,10/10/2025,17/11/2025,"COCINEROS, EN GENERAL",,Cocinero/cocinera,"SE NECESITA ""PARRILLERO/A"" CON EXPERENCIA DE PARILLA CON LENA.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547801 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679460&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_calp@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679460-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDQ2MyAxMDI?lang=es,10/10/2025,17/11/2025,"RECEPCIONISTAS-TELEFONISTAS EN OFICINAS, EN GENERAL",,Recepcionista,"BUSCAMOS RECEPCIONISTA PARA TALLER MECANICO. ES NECESARIO TENER CARNÉ DE CONDUCIR B. IDIOMAS: HOLANDES, INGLES Y ESPAÑOL, SE VALORARÁN OTROS IDIOMAS Y TENER CONOCIMIENTOS DE MECANICA. BUSCAMOS PERSONA ACTIVA, CON DON DE GENTES Y BUENA ATENCION AL CLIENTE. RESOLUTIVA EN SU TRABAJO, QUE SEPA TRABAJAR EN EQUIPO Y GESTIONAR LA AGENDA DE CLIENTES Y TELEFÓNICA, CON BUEN NIVEL DE INFORMÁTICA.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547782 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679425&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_calp@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679425-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU0NCAxMDI?lang=es,10/10/2025,17/11/2025,"CONDUCTORES-OPERADORES DE CARRETILLA ELEVADORA, EN GENERAL",,operador de carretilla elevadora/operadora de carretilla elevadora,"3 PUESTOS ......................................................................................................................................................................................... CONTRATO TEMPORAL ......................................................................................................................................................................................... FUNCIONES: MANEJO DEL APILADOR......... ABASTECIMIENTO DE MATERIAS PRIMAS Y RETIRADA DE PRODUCTO ACABADO DE LOS PUESTOS DE TRABAJO.......... MANTENER EL ORDEN EN LA ZONA DE ALMACENAJE........... GESTIÓN ALMACENAJE CON PDA .......................................................................................................................................................................................... REQUISITOS: CERTIFICADO DE DISCAPACIDAD IGUAL O SUPERIOR 33 %.................... EXPERIENCIA MIN 12 MESES.................... MANEJO DEL APILADOR....................... VALORABLE CARNET DE CARRETILLA...................... IMPRESCINDIBLE VEHÍCULO PROPIO PARA DESPLAZARSE A CENTRO DE TRABAJO ........................................................................................................................................................................................ HORARIO: JORNADA COMPLETA............... TURNOS ROTATIVOS MAÑANA TARDE NOCHE
Datos de contacto:
CÓDIGO DE OFERTA: 102025547818 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679452&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico labora_espaiempreses_ofertas@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679452-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU0NiAxMDI?lang=es,10/10/2025,17/11/2025,CHAPISTAS-PINTORES DE VEHÍCULOS,,chapista,"TALLER MECÁNICO EN ALAQUàS PRECISA UN CHAPISTA CON EXPERIENCIA MÍNIMA 5 AÑOS. SE OFRECE CTTO INDEFINIDO PREVIO PERÍODO DE PRUEBA, JORNADA COMPLETA. ADJUNTAR CV EN FORMATO PDF
Datos de contacto:
CÓDIGO DE OFERTA: 102025547797 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679355&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_alaquas@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679355-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU0NyAxMDI?lang=es,08/10/2025,20/10/2025,PEONES DE LA CONSTRUCCIÓN DE EDIFICIOS,,Obrero de la construcción/obrera de la construcción,"SE BUSCAN PERSONAS TRABAJADORAS PARA PUESTO DE PEÓN-PEONA ESPECIALIZADA. EL TRABAJO SE DESARROLLARÁ PRINCIPALMENTE EN OBRAS DE SUPERMERCADOS PARA ACABADOS INTERIORES. NUESTRA ACTIVIDAD ES MONTADORES DE ESCAYOLA, PLACAS DE YESO LAMINADO Y ASIMILADOS. NO SE NECESITA EXPERIENCIA MÍNIMA. TRABAJO EN VALENCIA (80%) Y PROVINCIA. NECESARIO CARNET DE CONDUCIR TIPO B. HORARIO: LUNES A VIERNES 8:00-19:00 (DEPENDIENDO DE LA OBRA) SUELDO SEGÚN CONVENIO DE LA CONSTRUCCIÓN LAS PERSONAS INTERESADAS PUEDEN ADJUNTAR EL CURRÍCULUM. GRACIAS
Datos de contacto:
CÓDIGO DE OFERTA: 102025547816 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679474&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_torrent@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679474-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU1MSAxMDI?lang=es,10/10/2025,17/11/2025,AUXILIARES DE ENFERMERÍA,,Auxiliar de enfermería,"- SE NECESITA AUXILIAR DE ENFERMERIA/CERTIFICADO DE PROFESIONALIDAD/ATT A LA DEPENDENCIA PARA EL SERVICIO DE AYUDA A DOMICILIO EN ROJALES.
- SE REQUIERE TITULO DE AUXILIAR DE ENFERMERIA//CERTIFICADO DE PROFESIONALIDAD //ATT A PERSONAS EN SITUACION DE DEPENDENCIA Y VEHÍCULO PROPIO.
- SE OFRECE INCORPORACION INMEDIATA, CONTRATO LABORAL FIJO INDEFINIDO, TURNO DE LUNES A VIERNES DE MAÑANA 9:00-13:00 Y DE 19:30-21:00
- INTERESADOS ADJUNTAR CURRICULUM EN PDF.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547779 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679437&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_torrevieja@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679437-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU1NCAxMDI?lang=es,10/10/2025,17/11/2025,"CONDUCTORES DE AUTOBÚS, EN GENERAL",,Conductor de autobús/conductora de autobús,"EMPRESA DE TRANSPORTE PRECISA CONDUCTOR/A DE AUTOBÚS PARA LA COMARCA. SE REQUIERE PERMISO DE CIRCULACIÓN D + TARJETA DE CUALIFICACIÓN DE CONDUCTOR (CAP) + TACÓGRAFO EN VIGOR. CERTIFICADO DELITOS SEXUALES. CERTIFICADO PUNTOS DGT. CONTRATO INDEFINIDO A JORNADA COMPLETA Y HORARIO A TURNOS. PREFERENTEMENTE CANDIDATURAS DE LA ZONA. INTERESADOS/AS ADJUNTAR CURRÍCULO EN FORMATO PDF.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547806 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679446&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_benidorm@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679446-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU1NyAxMDI?lang=es,10/10/2025,17/11/2025,"CAMAREROS, EN GENERAL",,Camarero/camarera,"FUNCIONES DE CAMARERO Y POSIBLE AYUDA A PINCHES DE COCINA.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547771 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679427&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_castelldefels@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679427-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Castellón,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU2NSAxMDI?lang=es,10/10/2025,17/11/2025,"TÉCNICOS SUPERIORES EN ORGANIZACIÓN Y ADMINISTRACIÓN DE EMPRESAS, EN GENERAL",,Director de departamento de administración/directora de departamento de administración,"PRECISAMOS INCORPORAR UNA PERSONA CON PERFIL ESPECIALISTA TÉCNICO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS, CON UN MÍNIMO DE 2 AÑOS DE EXPERIENCIA. .-MANEJOS DE SOFTWARE ERP. .-MEDIA JORNADA DE 15.00 A 19.00 HORAS .-ORGANIZAR Y SUPERVISAR LA GESTIÓN ADMINISTRATIVA. .-GESTIÓN CONTABLE Y FISCAL DE LA EMPRESA, PROCEDIMIENTOS ADMINISTRATIVOS. .-CONTABILIDAD. .-FACTURACIÓN , ENTRE OTRAS FUNCIONES DEL PUESTO. .-ELABORACIÓN Y PRESENTACIÓN DE IMPUESTOS. .-EXPERIENCIA EN EL USO DE PROGRAMAS DE GESTIÓN Y CONTABILIDAD, ( ERP) O SIMILARES. .-OFIMÁTICA Y PROCESO DE LA INFORMACIÓN .-REALIZACIÓN DE COBROS, PAGOS Y CONCILIACIONES ADJUNTAR CV ACTUALIZADO EN FORMATO PDF
Datos de contacto:
CÓDIGO DE OFERTA: 102025547805 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679363&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_alaquas@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679363-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU2NiAxMDI?lang=es,10/10/2025,17/11/2025,PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL,,Operario de limpieza de edificios/operaria de limpieza de edificios,"CONTRATO: INDEFINIDO TIEMPO PARCIAL JORNADA SEMANAL: 3 HORAS HORARIO: LUNES, MIÉRCOLES Y VIERNES 1 HORA DIARIA ( A REALIZAR EN HORARIO DE APERTURA DE LA OFICINA DE 8 A 14 HORAS) INCORPORACIÓN: 25/08/2025 EXPERIENCIA MÍNIMA 3 MESES REQUISITOS: RESIDIR EN XIRIVELLA O ALREDEDORES CERCANOS
Datos de contacto:
CÓDIGO DE OFERTA: 102025547794 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679333&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_alaquas@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679333-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU2NyAxMDI?lang=es,10/10/2025,17/11/2025,"CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES",,Cuidador de personas con discapacidad/cuidadora de personas con discapacidad,"OBLIGATORIO TENER UNA DE ESTAS TITULACIONES: - TÉCNICO/A ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA - TÉCNICO/A CUIDADOS AUXILIARES DE ENFERMERÍA. - TÉCNICO/A SUPERIOR EN INTEGRACIÓN SOCIAL - CERTIFICADO DE PROFESIONALIDAD DE ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES. TAMBIÉN OBLIGATORIO EL CARNET DE MANIPULADOR DE ALIMENTOS CON UNA ANTIGüEDAD INFERIOR A 2 AÑOS. ** ADJUNTAR CV EN PDF
Datos de contacto:
CÓDIGO DE OFERTA: 102025547814 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679464&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_torrent@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679464-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU2OSAxMDI?lang=es,10/10/2025,17/11/2025,"COCINEROS, EN GENERAL",,Cocinero/cocinera,"*** IMPRESCINDIBLE ADJUNTAR CURRICULUM *** ** COCINERO CON EXPERIENCIA MÍNIMA DE 5 AÑOS Y CARNET DE MANIPULADOR DE ALIMENTOS ** AYUDANTE DE COCINA CON EXPERIENCIA MÍNIMA DE 2 AÑOS Y CARNET DE MANIPULADOR DE ALIMENTOS ** FREGANCHÍN CON EXPERIENCIA MÍNIMA DE 2 AÑOS Y CARNET DE MANIPULADOR DE ALIMENTOS. CONTRATACIÓN TEMPORAL DE 1 MES HORARIO: JORNADA CONTINUA DE LUNES A VIERNES.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547785 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679383&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_josesanchez@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679383-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU3MyAxMDI?lang=es,10/10/2025,17/11/2025,"MECÁNICOS DE MANTENIMIENTO Y REPARACIÓN DE AUTOMOCIÓN, EN GENERAL",,Mecánico de vehículos/mecánica de vehículos,"Datos de contacto:
CÓDIGO DE OFERTA: 102025547774 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679431&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_villena@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679431-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDU3NSAxMDI?lang=es,10/10/2025,17/11/2025,INSTALADORES ELECTRICISTAS DE EDIFICIOS Y VIVIENDAS,,Electricista de obras,"PERSONAL PARA INSTALACIONES ELÉCTRICAS EN EDIFICIOS Y VIVIENDAS (OFICIALES DE 1ª O 2ª) CON EXPERIENCIA DE 2 AÑOS EN EL SECTOR. JORNADA DE LUNES A VIERNES. HORARIO: DE 8:00 A 14:00H Y DE 15:30 18:30 H. SE REQIERE FORMACIÓN EN PRL ( 20 H EN ELECTRICIDAD). IMPRESCINDIBLE CARNET DE CONDUCIR B. SE VALORARÁ CARNET DE INSTALADOR AUTORIZADO Y CONOCIMIENTOS DE ENERGIAS RENOVABLES Y/O CLIMATIZACIÓN. ADJUNTAR CURRICULUM ACTUALIZADO
Datos de contacto:
CÓDIGO DE OFERTA: 102025547810 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679423&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_silla@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679423-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDUzMSAxMDI?lang=es,10/10/2025,17/11/2025,"GERENTES DE RESTAURANTE Y ESTABLECIMIENTOS SIMILARES, CON MENOS DE 10 ASALARIADOS",,Director de restaurante/directora de restaurante,"EXPERENCIA DE LLEVAR UN RESTAURANTE (MAîTRE O JEFE DE DE SALA). FUNCIONES:GESTIÓN DE PEDIDOS Y ATENCIÓN A LOS CLIENTES, ASEGURAR EL STOCK NECESARIO PARA EL BUEN FUNCIONAMIENTO DEL RESTAURANTE, CONTROL DE CALIDAD Y DE LA BUENA ATECIÓN A CLIENTES, DIRIGIR Y SUPERVISAR EL SERVICIO DE COMEDOR, SUPERVISAR LA PREPARACIÓN DE LAS MESAS, LA LIMPIEZA DEL LOCAL, COMIDA Y BEBIDA, AESORAR A LOS CLIENTES, RESOLUCIÓN DE PROBLEMAS.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547820 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679482&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_calp@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679482-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Alicante,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDUzNiAxMDI?lang=es,10/10/2025,17/11/2025,"CONDUCTORES DE FURGONETA, HASTA 3,5 T.",,Conductor de vehículo de reparto/conductora de vehículo de reparto,"FUNCIONES: CONDUCTOR PARA REPARTO DE ALIMENTACIÓN A DISTINTOS CENTROS SITUADOS EN PROVINCIAS CERCANAS. REQUISITOS: TENER CARNET DE CONDUCIR B TENER EXPERIENCIA EN EL PUESTO. TENER VEHÍCULO PARA LLEGAR A LA EMPRESA. SE OFRECE: JORNADA COMPLETA DE LUNES A VIERNES. PERNOCTACIONES EN CASA. ADJUNTAR CURRICULUM.
Datos de contacto:
CÓDIGO DE OFERTA: 102025547823 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679456&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_burjassot@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679456-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MDUzOSAxMDI?lang=es,10/10/2025,18/10/2025,DISEÑADORES PRENDAS VESTIR (EXCEPTO PIEL Y CUERO),,Diseñador de moda/diseñadora de moda,"BUSCAMOS UN/A DISEÑADOR/A DE MODA, COMPLEMENTOS Y GRÁFICOS TEXTILES, DINÁMIC@, ORIENTAD@ A RESULTADOS PARA LIDERAR LA ACTIVIDAD FUNCIONES Y RESPONSABILIDADES: -LLEVAR A CABO ESTUDIOS DE MERCADO Y TENDENCIAS -GESTIONAR CICLO DE PRODUCTO DESDE EL DESARROLLO, LANZAMIENTO Y SEGUIMIENTO POSVENTA. - DESARROLLO Y DIGITALIZACIÓN DE PATRONES. -DISEÑO DE PACKAGING, CATÁLOGOS, INFOGRAFÍAS, CARTELERÍA ETC -PREPARACIÓN DE MATERIAL PARA COMERCIALES -REALIZACIÓN Y GESTIÓN DE PEDIDOS A PROVEEDORES - GESTIÓN CON LOS CLIENTES -REALIZACIÓN DE FICHAS TÉCNICAS DE PRODUCTOS, MATERIAS PRIMAS ETC - REALIZACIÓN Y EDICIÓN DE FOTOGRAFÍA -CREACIÓN DE COLECCIONES, INVESTIGACIÓN DE TENDENCIAS EN EL SECTOR IMPRESCINDIBLE TENER CONOCIMIENTOS DE PROGRAMAS COMO ILUSTRADOR, PHOTOSHOP E INDESIGN. VALORABLES CONOCIMIENTOS DE OTROS PROGRAMAS
Datos de contacto:
CÓDIGO DE OFERTA: 102025547761 Si está inscrito en LABORA, tiene que dirigirse al portal Punt LABORA (https://puntlabora.gva.es/puntlabora?app=ofertas-consultar&cod1=679403&cod2=0&t=EMP&lang=es). Si reside fuera de la Comunidad Valenciana, puede postularse enviando su currículo al correo electrónico espailabora_ofertas_alzira@gva.es especificando en el correo su número de DNI/NIE y el número de la oferta 679403-0 como referencia..

Para acceder al detalle de la oferta haga click aquí",España,Valencia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MTA3NCAxMDI?lang=es,10/10/2025,31/12/2025,SE NECESITA UN FISIOTERAPEUTA PARA RESIDENCIA EN MOMBUEY (ZAMORA),,Fisioterapeuta,"LA EMPRESA CYL BASS, S.L. NECESITA CUBRIR UN PUESTO DE FISIOTERAPEUTA EN SU CENTRO ASISTENCIAL DE MOMBUEY (ZAMORA). SE REQUIERE: TITULACIÓN O GRADO EN FISIOTERAPEUTA. SE OFRECE: CONTRATO LABORAL INDEFINIDO CON JORNADA COMPLETA DE LUNES A VIERNES. SALARIO: S/C + PLUS INTERESADOR PONERSE EN CONTACTO CON: AMARA EN TEL. 980644384 (HORARIO DE MAÑANAS) O ENVIAR CV A: AMARA@GRUPOMATELLANES.COM
Datos de contacto:
CÓDIGO DE OFERTA: 082025017306 Para más información acuda a empleocastillayleon.jcyl.es/oficinavirtual.

Para acceder al detalle de la oferta haga click aquí",España,Zamora,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MTE1MSAxMDI?lang=es,10/10/2025,22/10/2025,2 PUESTOS DE PEÓN DE LA CONSTRUCCIÓN (REF. 6101),,Obrero de la construcción/obrera de la construcción,"FUNCIONES: - Asistencia a los oficiales. - Carga y descarga de materiales. - Apoyo en la limpieza y mantenimiento de las instalaciones. REQUISITOS: - Experiencia de al menos un año en la ocupación. - Prevención de Riesgos Laborales 20 horas mínimo (12 ó 14 + 8 ó 6 de oficio). - Permiso de conducir. CONDICIONES: - Contrato temporal por circunstancias de la producción de 6 meses de duración. - Jornada de trabajo completa en horario de 08:00 a 13:00 y de 14:00 a 17:00 horas. - Salario según el Convenio Colectivo del sector del Metal del Principado de Asturias.
Datos de contacto:
CÓDIGO DE OFERTA: 032025006101 Las personas interesadas y que cumplan los requisitos deberán enviar su C.V. a: oferta.de.trabajo.ast@gmail.com Indicando como referencia: PEÓN.

Para acceder al detalle de la oferta haga click aquí",España,Asturias,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MTE1NCAxMDI?lang=es,10/10/2025,27/10/2025,ENFERMERO/A,,,"Mensajeros de la Paz oferta un puesto de enfermero/a para residencia de mayores en la localidad de Hernán Pérez, para funciones propias del puesto. Las personas interesadas deben poseer grado en enfermería. Carnet de conducir. Se ofrece contrato indefinido, a jornada completa ( 8:00h a 15:00h de lunes a viernes y 2 domingos al mes de 8:00h a 14:00h) y salario de 1.529,71¤ brutos en 14 pagas junto con un plus de 175¤.
Datos de contacto:
CÓDIGO DE OFERTA: 112025013754 Las personas interesadas deberán enviar su CV a la siguiente dirección de correo electrónico rmhernanperez@mensajerospazex.es.

Para acceder al detalle de la oferta haga click aquí",España,Cáceres,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzI0MTExMCAxMDI?lang=es,10/10/2025,22/10/2025,2 PUESTOS ELECTRICISTA (REF.6096),,Electricista,"FUNCIONES: - Instalaciones eléctricas en naves industriales y locales comerciales. - Instalaciones eléctricas de voz y datos. - Interpretación de planos. REQUISITOS: - Experiencia previa de al menos un año en instalación de módulos y edificios prefabricados. - Curso de seguridad PRL mínimo 20 horas. - Carnet de conducir tipo B. - Disponibilidad total para viajar. CONDICIONES: - Contrato temporal por circunstancias de la producción de 6 meses de duración. - Jornada de trabajo completa en horario de 8:00 a 13:00 y de 14:00 a 17:00 horas. - Salario según Convenio Colectivo del sector para la Industria del Metal del Principado de Asturias.
Datos de contacto:
CÓDIGO DE OFERTA: 032025006096 Personas interesadas que cumplan los requisitos, enviar CV a: oferta.de.trabajo.ast@gmail.com Indicar en el asunto: Electricista.

Para acceder al detalle de la oferta haga click aquí",España,Asturias,Determinado
